138.96928	15.333333
141.20021	22.333334
143.4305	19.666666
145.66165	14
147.89067	19.333334
150.11906	14.666667
152.34682	19
154.57394	16
156.80043	16.666666
159.02628	21
161.25299	18.333334
163.47757	18
165.70152	17.666666
167.92485	17.666666
170.14754	11
172.37108	18.666666
174.5925	15
176.81329	17.666666
179.03346	10.666667
181.25299	10
183.47337	16.666666
185.69165	16.333334
187.90929	18
190.1263	18.333334
192.34268	15.333333
194.55992	12
196.77504	15.666667
198.98953	12.333333
201.2034	16
203.41812	12.666667
205.63072	20.666666
207.84271	17.666666
210.05554	15.333333
212.26627	17
214.47636	23
216.68584	16
218.89616	18
221.10439	26.666666
223.31198	26.666666
225.52043	26.333334
227.72678	28
229.9325	28
232.13759	27.333334
234.34354	31.666666
236.54738	25.333334
238.75061	27.666666
240.95468	27
243.15665	28.333334
245.358	35.333332
247.56021	26.333334
249.76031	28.666666
251.95979	34.333332
254.16013	34.666668
256.35837	34.666668
258.556	30.333334
260.75446	29.333334
262.95084	36.666668
265.14804	30.666666
267.3432	33.666668
269.53769	34.333332
271.73306	34.666668
273.92633	41.333332
276.11899	35.333332
278.3125	46
280.50391	45
282.69617	45.666668
284.88635	40.333332
287.0759	43
289.26633	44
291.45465	51.333332
293.64383	60.666668
295.8309	70.333336
298.0174	72.666664
300.20471	74.666664
302.38995	75
304.57602	70.666664
306.76004	55.666668
308.94489	61.333332
311.12766	50
313.30981	46.333332
315.49283	44
317.67377	45
319.85556	39.666668
322.03525	39
324.21579	39.666668
326.39429	37.666668
328.57361	35.333332
330.75085	31
332.92749	36.666668
335.10498	30.333334
337.2804	31.666666
339.45663	29.666666
341.63083	33
343.80588	27
345.97882	31.666666
348.15265	32.666668
350.32437	26.666666
352.49698	26.666666
354.66748	32
356.83887	28.666666
359.00818	21.333334
361.17831	26
363.34641	28
365.51532	24
367.68219	24.666666
369.84991	30
372.01556	27.333334
374.18204	28
376.3465	23
378.51175	27.333334
380.67499	28.333334
382.83905	24.333334
385.00104	18.333334
387.16391	25.333334
389.32471	23.333334
391.48633	26.333334
393.6459	23.333334
395.80634	23.333334
397.96472	27
400.12393	24
402.2811	19.333334
404.43909	23
406.59503	22.666666
408.75183	24.666666
410.90659	25
413.06216	24
415.21573	24.333334
417.37009	21
419.52243	24.333334
421.6756	25.333334
423.82672	21.333334
425.9787	17.666666
428.13007	29
430.27939	30.333334
432.42957	22
434.5777	20
436.72665	21.333334
438.87357	23.333334
441.02133	21
443.16705	14.666667
445.31363	18
447.45813	18
449.60352	19.666666
451.74683	15.333333
453.89099	16.666666
456.03458	15.333333
458.17609	16
460.31845	17.333334
462.4588	12.333333
464.59998	13.333333
466.73911	16.666666
468.87909	23.333334
471.01703	24.666666
473.15582	22.333334
475.29257	23.333334
477.43018	23.333334
479.56573	26.333334
481.70215	28.333334
483.83795	28.666666
485.97171	30.333334
488.10632	33.333332
490.23892	42
492.37234	41.666668
494.50375	49
496.63599	50
498.7662	58.666668
500.89725	83.666664
503.02628	108.33334
505.15616	136
507.28543	214.33333
509.41269	351
511.54077	710.33331
513.66681	1996.3334
515.79376	5010
517.91864	5372
520.04431	2412.6667
522.16803	828.33331
524.2926	413
526.4151	228.66667
528.53845	165.33333
530.65979	128
532.78198	98.666664
534.90356	82.666664
537.02313	61.666668
539.14355	55
541.26196	46.666668
543.38123	44.666668
545.49841	38.333332
547.61646	34.333332
549.73254	31.666666
551.84943	30
553.96429	26
556.08002	27.666666
558.19366	20.666666
560.30823	21
562.42078	15.333333
564.53412	21.666666
566.64545	19.333334
568.75769	14
570.86926	12
572.97888	14.666667
575.08929	15.333333
577.19775	17.666666
579.30701	12.333333
581.41425	12.333333
583.52234	14
585.62848	13.333333
587.73541	13.333333
589.84033	15.666667
591.94611	14
594.04987	16.333334
596.15448	14
598.25708	18
600.36053	17
602.46198	15
604.56421	17
606.66449	17.666666
608.76563	19
610.86475	21.666666
612.96466	22.666666
615.06262	16.666666
617.16144	24.333334
619.25824	20.666666
621.35443	17.333334
623.45148	15.333333
625.54657	16
627.64246	19
629.73633	14.333333
631.83112	18
633.92383	15.333333
636.0174	15.666667
638.10901	16.666666
640.20142	13.666667
642.29187	14
644.38318	18.333334
646.47247	17.666666
648.56116	14.333333
650.6507	15
652.73828	18.666666
654.82666	15.666667
656.91309	20.333334
659.00031	14.666667
661.08557	19.333334
663.17023	21.333334
665.25574	26.333334
667.33929	18.666666
669.42365	19.333334
671.50604	15.333333
673.58929	16.333334
675.67053	16
677.75122	20.666666
679.8327	12.666667
681.91223	14
683.99261	11.333333
686.07098	11
688.1488	10.666667
690.22742	14
692.30408	14.333333
694.38159	10
696.45715	11.333333
698.5321	13
700.60785	10.333333
702.6817	13.666667
704.75494	7.3333335
706.82904	11.666667
708.90112	9.666667
710.97266	10.666667
713.04504	12.333333
715.11542	11.333333
717.1853	11
719.25592	9
721.32465	14
723.39417	8.333333
725.46173	8.666667
727.52875	9
729.59515	8.333333
731.66241	7.6666665
733.72772	7.6666665
735.79248	9
737.85803	12.333333
739.92163	11
741.98468	8.666667
744.04852	10.666667
746.11041	9
748.17175	8.666667
750.23254	7.3333335
752.29413	13.333333
